School Year,Data Level,Public Or Independent,District Number,District Name,Mincode,School Name,Num Of Schools In Data Level,Total Classes,Classes With Ed Assist,Total Classes Greater 30,Avg Class Size K,Avg Class Size 1 3,Avg Class Size 4 7,Avg Class Size 8 12
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040007,John Robson Elementary,1,17,13,,16.7,18.8,27.1,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040007,John Robson Elementary,1,18,14,,15.5,19.4,27.3,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040007,John Robson Elementary,1,18,18,,17.1,19.4,28.3,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040007,John Robson Elementary,1,18,14,,19.3,20.1,27.2,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040007,John Robson Elementary,1,18,11,,20.3,19.9,26.2,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040007,John Robson Elementary,1,19,13,,20.5,20.8,26.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040007,John Robson Elementary,1,20,12,,20.5,22.6,26.5,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040007,John Robson Elementary,1,21,11,,18.8,22.6,25.9,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040008,New Westminster Secondary,1,352,52,10,,,,25.1
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040008,New Westminster Secondary,1,365,67,3,,,,25
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040008,New Westminster Secondary,1,361,71,3,,,,24.8
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040008,New Westminster Secondary,1,359,,1,,,,25.1
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040008,New Westminster Secondary,1,364,1,,,,,24.5
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040008,New Westminster Secondary,1,348,,3,,,,25.3
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040008,New Westminster Secondary,1,365,116,3,,,,24
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040008,New Westminster Secondary,1,353,48,4,,,,24.5
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040008,New Westminster Secondary,1,347,95,6,,,,24.9
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040009,F W Howay Elementary,1,7,4,,12,23,21.5,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040009,F W Howay Elementary,1,6,5,,22,23.5,23,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040009,F W Howay Elementary,1,7,4,,13.5,23,22,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040009,F W Howay Elementary,1,7,5,,19,21.7,24,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040009,F W Howay Elementary,1,6,4,,17,21.3,28,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040009,F W Howay Elementary,1,7,6,,16.5,20,20,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040009,F W Howay Elementary,1,5,5,,22,21,25.2,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040009,F W Howay Elementary,1,6,6,,22,23.1,15.5,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040009,F W Howay Elementary,1,7,5,,17.9,21.8,25,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040010,Connaught Heights Elementary,1,7,7,,12,18.4,26.2,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040010,Connaught Heights Elementary,1,7,7,,15,18,25.2,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040010,Connaught Heights Elementary,1,6,5,,15,20,26,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040010,Connaught Heights Elementary,1,6,5,,16,17.6,23.2,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040010,Connaught Heights Elementary,1,6,3,,16,16.9,25.7,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040010,Connaught Heights Elementary,1,7,5,,18,17.2,25.5,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040010,Connaught Heights Elementary,1,5,5,,,18.8,22.2,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040010,Connaught Heights Elementary,1,5,3,,21.7,22.2,27,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040010,Connaught Heights Elementary,1,7,4,,15.8,21.6,19.3,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040011,Hume Park School,1,4,3,,18,16.5,22,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040011,Hume Park School,1,4,4,,12,21.5,16,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040011,Hume Park School,1,4,2,,15,18.7,23,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040011,Hume Park School,1,3,2,,21,19.6,23,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040011,Hume Park School,1,2,1,,,12,14,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040011,Hume Park School,1,2,,,16,15.1,10,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040011,Hume Park School,1,2,,,14,13,12,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040011,Hume Park School,1,2,,,18,17.3,15,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040012,Queen Elizabeth Elementary,1,14,5,,20.3,19.4,25.5,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040012,Queen Elizabeth Elementary,1,14,3,,20.1,19.9,24.1,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040012,Queen Elizabeth Elementary,1,16,6,,17.3,21.2,25.7,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040012,Queen Elizabeth Elementary,1,15,3,,17.3,20.6,27,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040012,Queen Elizabeth Elementary,1,14,4,,18.3,21.2,27,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040012,Queen Elizabeth Elementary,1,15,,,17,21,23.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040012,Queen Elizabeth Elementary,1,14,6,,21.7,22,24.9,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040012,Queen Elizabeth Elementary,1,15,6,,18.3,22.3,25.2,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040012,Queen Elizabeth Elementary,1,17,9,,18,21.3,26.4,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040013,Ecole Glenbrook Middle School,1,23,10,1,,,28.8,27
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040013,Ecole Glenbrook Middle School,1,23,14,,,,29.5,27.6
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040013,Ecole Glenbrook Middle School,1,22,12,,,,27.3,27.3
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040013,Ecole Glenbrook Middle School,1,23,11,,,,27.2,26.9
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040013,Ecole Glenbrook Middle School,1,23,10,,,,28.1,25.6
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040013,Ecole Glenbrook Middle School,1,23,17,,,,26.9,25
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040013,Ecole Glenbrook Middle School,1,23,15,,,,26.7,27.6
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040013,Ecole Glenbrook Middle School,1,23,16,,,,26.5,26.3
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040013,Ecole Glenbrook Middle School,1,22,17,2,,,27.2,23.8
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040014,Queensborough Middle School,1,11,10,,,,22.8,30
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040014,Queensborough Middle School,1,11,10,,,,23.6,20.3
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040014,Queensborough Middle School,1,10,10,1,,,23.4,30.5
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040014,Queensborough Middle School,1,8,5,,,,29.8,27.5
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040014,Queensborough Middle School,1,8,7,,,,30,27
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040014,Queensborough Middle School,1,10,,,,,23.8,25
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040014,Queensborough Middle School,1,9,9,,,,26.9,26.5
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040014,Queensborough Middle School,1,9,9,,,,26.1,27.5
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040014,Queensborough Middle School,1,9,9,,,,24.9,26.5
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,40,New Westminster,4040015,Ecole Qayqayt Elementary,1,21,9,,21.5,20.2,24.9,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141001,Burnaby Central Secondary,1,234,4,2,,,,24.4
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141001,Burnaby Central Secondary,1,227,3,2,,,18.5,25.5
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141001,Burnaby Central Secondary,1,221,5,6,,,,25.4
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141001,Burnaby Central Secondary,1,219,9,6,,,,25.3
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141001,Burnaby Central Secondary,1,213,9,7,,,,25
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141001,Burnaby Central Secondary,1,209,5,6,,,,25.8
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141001,Burnaby Central Secondary,1,224,22,5,,,,25.4
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141001,Burnaby Central Secondary,1,217,14,9,,,,26.8
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141001,Burnaby Central Secondary,1,211,20,2,,,,26.5
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141002,Burnaby North Secondary,1,594,12,21,,,,26.3
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141002,Burnaby North Secondary,1,654,10,15,,,,26.2
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141002,Burnaby North Secondary,1,687,37,5,,,,26.1
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141002,Burnaby North Secondary,1,667,,6,,,,26.9
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141002,Burnaby North Secondary,1,662,14,3,,,,26.3
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141002,Burnaby North Secondary,1,629,37,6,,,,26.9
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141002,Burnaby North Secondary,1,630,48,6,,,,25.3
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141002,Burnaby North Secondary,1,544,39,10,,,,26.4
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141002,Burnaby North Secondary,1,534,37,6,,,,25.9
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141005,Alpha Secondary,1,268,20,7,,,,24.4
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141005,Alpha Secondary,1,242,15,19,,,,24.4
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141005,Alpha Secondary,1,241,42,8,,,,23.3
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141005,Alpha Secondary,1,251,33,5,,,,23.2
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141005,Alpha Secondary,1,158,23,11,,,,24.5
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141005,Alpha Secondary,1,152,33,4,,,,24.4
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141005,Alpha Secondary,1,172,35,3,,,,21.9
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141005,Alpha Secondary,1,163,19,3,,,,23.3
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141005,Alpha Secondary,1,171,35,2,,,,24.1
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141007,Cariboo Hill Secondary,1,227,17,2,,,,23.4
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141007,Cariboo Hill Secondary,1,218,11,4,,,,23.2
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141007,Cariboo Hill Secondary,1,235,12,3,,,,23.5
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141007,Cariboo Hill Secondary,1,239,32,6,,,,24.1
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141007,Cariboo Hill Secondary,1,238,15,1,,,,23.6
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141007,Cariboo Hill Secondary,1,222,10,3,,,,24.3
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141007,Cariboo Hill Secondary,1,243,47,5,,,,22.8
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141007,Cariboo Hill Secondary,1,220,37,2,,,,23.1
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141007,Cariboo Hill Secondary,1,214,33,2,,,,23.9
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141008,Edmonds Community,1,19,10,,20.6,19.5,26.8,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141008,Edmonds Community,1,19,7,,13.8,20.4,25.2,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141008,Edmonds Community,1,20,8,,15.2,14.2,23.2,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141008,Edmonds Community,1,16,6,,22,17.7,24.4,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141008,Edmonds Community,1,16,5,,17.7,18.3,21.7,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141008,Edmonds Community,1,16,6,,16.3,17.7,23.7,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141008,Edmonds Community,1,15,7,,15,17.8,21.8,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141008,Edmonds Community,1,14,6,,15.5,18.9,22.9,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141008,Edmonds Community,1,14,7,,17,18.7,22.1,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141011,Moscrop Secondary,1,430,28,12,,,,25.7
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141011,Moscrop Secondary,1,412,27,13,,,,26.1
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141011,Moscrop Secondary,1,423,30,4,,,,26
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141011,Moscrop Secondary,1,430,32,2,,,,25.9
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141011,Moscrop Secondary,1,454,16,1,,,,25.3
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141011,Moscrop Secondary,1,455,35,6,,,,25.4
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141011,Moscrop Secondary,1,480,35,1,,,,24.8
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141011,Moscrop Secondary,1,432,51,3,,,,25.8
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141011,Moscrop Secondary,1,432,39,6,,,,25.4
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141015,Armstrong Elementary,1,19,8,,20.5,21,28.4,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141015,Armstrong Elementary,1,19,9,,21,21.3,26.8,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141015,Armstrong Elementary,1,20,11,,19,19.7,26.9,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141015,Armstrong Elementary,1,19,12,,14.3,21.8,27.2,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141015,Armstrong Elementary,1,19,10,,18.9,20.6,26.4,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141015,Armstrong Elementary,1,19,8,,16.3,21.1,26.6,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141015,Armstrong Elementary,1,19,10,,17.8,18.9,26,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141015,Armstrong Elementary,1,18,12,,19,21,24.3,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141015,Armstrong Elementary,1,17,12,,19.5,21,25.2,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141016,Aubrey Elementary,1,17,2,,18.3,21.2,28,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141016,Aubrey Elementary,1,18,2,,18.7,21.3,28.4,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141016,Aubrey Elementary,1,19,2,,22,19.6,26.7,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141016,Aubrey Elementary,1,19,2,,21.6,20.5,26.7,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141016,Aubrey Elementary,1,18,1,,20.4,20.3,26.2,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141016,Aubrey Elementary,1,17,1,,19.4,20.1,26.5,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141016,Aubrey Elementary,1,16,4,,19,21.9,27.2,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141016,Aubrey Elementary,1,16,5,,20.6,21.3,25.4,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141016,Aubrey Elementary,1,16,4,,20.6,21,25.5,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141017,Brantford Elementary,1,9,1,,17.3,18.9,27.8,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141017,Brantford Elementary,1,8,1,,14,21.7,27.4,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141017,Brantford Elementary,1,8,2,,15,18.7,28.8,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141017,Brantford Elementary,1,8,4,,17.5,19.8,26.9,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141017,Brantford Elementary,1,8,3,,20,21.5,26.8,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141017,Brantford Elementary,1,9,3,,21.5,21.6,28.9,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141017,Brantford Elementary,1,11,4,,21.2,21.6,26.9,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141017,Brantford Elementary,1,13,4,,18.9,19.8,24.5,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141017,Brantford Elementary,1,13,6,,19.2,22.9,23.3,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141018,Brentwood Park Elementary,1,19,12,,17.2,20.1,27.1,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141018,Brentwood Park Elementary,1,20,12,,20.1,19.5,27,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141018,Brentwood Park Elementary,1,19,13,,19.7,20.3,29,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141018,Brentwood Park Elementary,1,20,10,,16.5,21.7,28.5,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141018,Brentwood Park Elementary,1,19,12,,15.7,22.3,27.1,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141018,Brentwood Park Elementary,1,19,11,,21.1,22,26.6,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141018,Brentwood Park Elementary,1,19,11,,19.3,22.1,26.5,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141018,Brentwood Park Elementary,1,20,10,,20,21.9,26.5,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141018,Brentwood Park Elementary,1,21,11,,19.1,21.3,26,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141019,Buckingham Elementary,1,9,4,,19,22.1,25,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141019,Buckingham Elementary,1,10,3,,19.3,18.9,26.3,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141019,Buckingham Elementary,1,10,3,,18.8,19.5,28.5,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141019,Buckingham Elementary,1,10,2,,18.9,19.7,27,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141019,Buckingham Elementary,1,9,4,,19,22.5,28.3,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141019,Buckingham Elementary,1,9,4,,21,22.2,28.2,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141019,Buckingham Elementary,1,9,3,,21.2,22.4,28.8,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141019,Buckingham Elementary,1,9,2,,21.5,23.1,27.7,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141019,Buckingham Elementary,1,10,7,,20.4,22.5,27.2,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141020,Cameron Elementary,1,13,6,,16,21,27.5,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141020,Cameron Elementary,1,13,6,,17,20.7,26.9,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141020,Cameron Elementary,1,13,7,,16,22.7,27.5,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141020,Cameron Elementary,1,14,10,,18.5,19.5,28.2,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141020,Cameron Elementary,1,14,9,,20.5,21.7,27.2,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141020,Cameron Elementary,1,14,10,,21.1,23.6,29.5,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141020,Cameron Elementary,1,15,9,,20.1,21.8,27.1,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141020,Cameron Elementary,1,15,15,,21,21.4,28,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141020,Cameron Elementary,1,16,13,,20.5,21.5,27.3,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141021,Capitol Hill Elementary,1,16,5,,20,21,24.7,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141021,Capitol Hill Elementary,1,16,5,,20,20.1,24.6,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141021,Capitol Hill Elementary,1,15,3,,13,21.2,25.3,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141021,Capitol Hill Elementary,1,15,4,,20.6,20.7,24.1,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141021,Capitol Hill Elementary,1,14,4,,18,20.8,25,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141021,Capitol Hill Elementary,1,14,6,,10,20.9,25.2,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141021,Capitol Hill Elementary,1,13,9,,20.4,21.5,24.7,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141021,Capitol Hill Elementary,1,13,9,,19.6,20.8,26.6,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141021,Capitol Hill Elementary,1,16,8,,19.4,21.7,26.4,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141022,Cascade Heights Elementary,1,15,8,,18.5,21,26.1,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,41,Burnaby,4141022,Cascade Heights Elementary,1,15,6,,20,21.8,28.7,
